Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
07/29/2020,MITS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6989736
07/29/2020,HOND,4D,,BLU,448293,IL,701 N. Sacramento,(773) 265-1846,1540327
07/29/2020,TOYT,4D,,BGE,BU86083,IL,701 N. Sacramento,(773) 265-7605,6989737
07/29/2020,CHEV,4D,,TAN,D47BVH,TX,701 N. Sacramento,(773) 265-7605,6989740
07/29/2020,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6989741
07/30/2020,CHEV,4D,,GRY,BT78777,IL,400 E. Lower Wacker,(312) 744-7550,0223495
07/31/2020,FORD,4D,,BLK,CD28407,IL,10300 S. Doty,(773) 568-8495,2902631
08/29/2020,PONT,2D,,GRN,BU77696,IL,10300 S. Doty,(773) 568-8495,2903699
08/02/2020,CHEV,4D,,SIL,BW95741,IL,701 N. Sacramento,(773) 265-7605,6989881
08/20/2020,BUIC,4D,,BGE,CD21733,IL,701 N. Sacramento,(773) 265-7605,6990686
07/30/2020,CHRY,4T,,SIL,BF40323,IL,10300 S. Doty,(773) 568-8495,2902562
07/30/2020,KIA,4D,,BLU,CE17238,IL,701 N. Sacramento,(773) 265-7605,6989744
07/30/2020,GMC,4T,,MAR,3650899,IL,10300 S. Doty,(773) 568-8495,2902560
07/30/2020,DODG,2T,,BLK,2042160B,IL,10300 S. Doty,(773) 568-8495,2902559
07/30/2020,ACUR,4T,,GRN,BA79711,IL,10300 S. Doty,(773) 568-8495,2902561
07/30/2020,FORD,4D,,WHI,332V057,IL,701 N. Sacramento,(773) 265-7605,6989747
08/02/2020,HOND,4D,,WHI,BQ82416,IL,701 N. Sacramento,(773) 265-7605,6989883
07/30/2020,PONT,4D,,MAR,AW12856,IL,701 N. Sacramento,(773) 265-7605,6989745
08/02/2020,SATR,4D,,MAR,CF32643,IL,10300 S. Doty,(773) 568-8495,2902717
08/02/2020,MAZD,4D,,BLK,060LXV,KY,10300 S. Doty,(773) 568-8495,2902716
08/19/2020,DODG,LL,,GRY,BA23591,IL,701 N. Sacramento,(773) 265-7605,6990599
08/05/2020,NISS,LL,,CRM,AD12447,IL,701 N. Sacramento,(773) 265-7605,6990009
08/02/2020,OTTE,MC,,LBL,D47425,IL,701 N. Sacramento,(773) 265-7605,6989884
08/05/2020,LINC,4D,,TAN,BK93907,IL,701 N. Sacramento,(773) 265-7605,6990004
08/15/2020,CADI,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6990468
08/07/2020,HYUN,4D,,GRY,BF22925,IL,701 N. Sacramento,(773) 265-7605,6990148
08/20/2020,FORD,LL,,SIL,CE95768,IL,701 N. Sacramento,(773) 265-7605,6990688
08/07/2020,TOYT,4D,,RED,AG48529,IL,701 N. Sacramento,(773) 265-7605,6990182
07/30/2020,CHEV,4D,,WHI,355074,NB,701 N. Sacramento,(773) 265-7605,6989749
07/30/2020,FORD,LL,,GRY,FG2601,WI,701 N. Sacramento,(773) 265-7605,6989748
07/30/2020,TOYT,4T,,WHI,N439246,IL,10300 S. Doty,(773) 568-8495,2902568
08/07/2020,TOYT,4D,,WHI,A226914,IL,10300 S. Doty,(773) 568-8495,2902872
07/30/2020,NISS,4T,,RED,305V115,IL,10300 S. Doty,(773) 568-8495,2902565
07/30/2020,SUZI,4T,,SIL,9153560,IL,10300 S. Doty,(773) 568-8495,2902567
07/30/2020,CHEV,4D,,BLK,CB53929,IL,10300 S. Doty,(773) 568-8495,2902571
08/08/2020,PONT,4D,,BLK,AHF3486,WI,701 N. Sacramento,(773) 265-7605,6990205
07/30/2020,CHRY,4T,,SIL,Z543294,IL,10300 S. Doty,(773) 568-8495,2902570
08/08/2020,HOND,4D,,SIL,BB86911,IL,701 N. Sacramento,(773) 265-7605,6990202
08/20/2020,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6990689
07/30/2020,HYUN,4T,,SIL,S438556,IL,10300 S. Doty,(773) 568-8495,2902575
08/24/2020,TOYT,4D,,GLD,AU41452,IL,10300 S. Doty,(773) 785-9752,1720389
07/30/2020,CHEV,4T,,WHI,BN68770,IL,10300 S. Doty,(773) 568-8495,2902574
07/30/2020,NISS,4D,,SIL,6NUE596,CA,10300 S. Doty,(773) 568-8495,2902576
07/30/2020,TOYT,4T,,GRY,FP111471,IL,701 N. Sacramento,(773) 265-7605,6989754
07/31/2020,HOND,2D,,GRY,BP26583,IL,10300 S. Doty,(773) 568-8495,2902630
07/31/2020,SATR,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2902633
07/31/2020,CHEV,LL,,RED,TRCIT,MO,400 E. Lower Wacker,(312) 744-7550,0223569
08/03/2020,PONT,VN,,BGE,CA86043,IL,701 N. Sacramento,(773) 265-1846,1540351
07/31/2020,JEEP,LL,,DBL,Z749468,IL,701 N. Sacramento,(773) 265-7605,6989794
08/03/2020,TOYT,4D,,BLK,BA40964,IL,701 N. Sacramento,(773) 265-1846,1540353
08/03/2020,MINI,2D,,GRN,JCW2017,CA,701 N. Sacramento,(773) 265-1846,1540354
07/31/2020,MERZ,SW,,DBL,376V744,IL,701 N. Sacramento,(773) 265-7605,6989795
07/31/2020,CHEV,4D,,WHI,CA21114,IL,10300 S. Doty,(773) 568-8495,2902634
08/03/2020,AUDI,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2902761
07/31/2020,FORD,4D,,BLK,BA45878,IL,701 N. Sacramento,(773) 265-1846,1540337
08/03/2020,NISS,4D,,SIL,N853056,IL,701 N. Sacramento,(773) 265-1846,1540355
07/31/2020,CHEV,LL,,RED,BH80799,IL,10300 S. Doty,(773) 785-9752,1720299
08/03/2020,HOND,MC,,MAR,,,701 N. Sacramento,(773) 265-1846,1540359
07/31/2020,FORD,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2902638
08/23/2020,VOLK,4D,,BLK,E736471,IL,701 N. Sacramento,(773) 265-7605,6990800
08/16/2020,CHEV,2D,,YEL,378V192,IL,10300 S. Doty,(773) 568-8495,2903292
08/01/2020,NISS,4T,,WHI,BH96446,IL,10300 S. Doty,(773) 568-8495,2902668
08/20/2020,GMC,LL,,TAN,CB79683,IL,701 N. Sacramento,(773) 265-7605,6990687
08/19/2020,FORD,4D,,GRY,CC24647,IL,701 N. Sacramento,(773) 265-7605,6990603
08/01/2020,OLDS,4D,,GLD,273053,IL,10300 S. Doty,(773) 568-8495,2902669
08/01/2020,FORD,2D,,TAN,T7087P,WI,701 N. Sacramento,(773) 265-7605,6989826
08/16/2020,GMC,LL,,GRY,CD23459,IL,701 N. Sacramento,(773) 265-7605,6990525
08/07/2020,CHEV,CP,,BLK,BU84708,IL,10300 S. Doty,(773) 568-8495,2902856
08/05/2020,NISS,4D,,DBL,,IL,701 N. Sacramento,(773) 265-7605,6990057
08/16/2020,PONT,4D,,GRY,BZ46787,IL,10300 S. Doty,(773) 568-8495,2903293
08/07/2020,INFI,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6990151
08/09/2020,CHEV,4D,,GRN,BV98896,IL,701 N. Sacramento,(773) 265-7605,6990270
08/05/2020,CHEV,4D,,BLK,AFU3645,WI,10300 S. Doty,(773) 568-8495,2902814
08/05/2020,HOND,4D,,GRY,11473E,IN,701 N. Sacramento,(773) 265-7605,6990059
08/17/2020,JEEP,LL,,GRY,BQ16467,IL,10300 S. Doty,(773) 568-8495,2903300
08/20/2020,CHEV,4D,,BLK,CF15732,IL,10300 S. Doty,(773) 568-8495,2903378
08/23/2020,AUDI,4D,,BGE,BT23627,IL,701 N. Sacramento,(773) 265-7605,6990802
08/12/2020,VOLK,LL,,WHI,AZ20394,IL,10300 S. Doty,(773) 568-8495,2903027
08/02/2020,PONT,4D,,BLK,BE74720,IL,10300 S. Doty,(773) 568-8495,2902719
08/02/2020,KIA,4D,,SIL,CC57116,IL,400 E. Lower Wacker,(312) 744-7550,0223690
08/12/2020,CHEV,4D,,GRY,511336,IL,701 N. Sacramento,(773) 265-1846,1540430
08/16/2020,CHRY,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6990528
08/30/2020,DODG,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2903732
08/26/2020,FORD,2D,,BLK,530597,IL,701 N. Sacramento,(773) 265-7605,6990910
08/23/2020,HOND,4D,,BLU,AG58827,IL,10300 S. Doty,(773) 568-8495,2903457
08/30/2020,BUIC,4D,,BLK,409V492,IL,10300 S. Doty,(773) 568-8495,2903731
08/02/2020,MITS,4D,,RED,BK14041,IL,701 N. Sacramento,(773) 265-7605,6989888
08/17/2020,MAZD,4D,,GRY,E942597,IL,10300 S. Doty,(773) 568-8495,2903308
08/26/2020,PONT,LL,,WHI,Q813229,IL,701 N. Sacramento,(773) 265-1846,1540508
08/17/2020,CHEV,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6990542
08/30/2020,BUIC,4D,,WHI,AS37983,IL,10300 S. Doty,(773) 568-8495,2903733
08/09/2020,DUCA,MC,CYL,RED,,,10300 S. Doty,(773) 568-8495,2902932
08/17/2020,CHRY,VN,,SIL,BR81749,IL,701 N. Sacramento,(773) 265-7605,6990543
08/02/2020,CHEV,LL,,MAR,262223,IL,10300 S. Doty,(773) 568-8495,2902725
08/30/2020,FORD,4D,,WHI,CF78536,IL,701 N. Sacramento,(773) 265-7605,6991087
08/09/2020,CHEV,4D,,BLK,BB53373,IL,400 E. Lower Wacker,(312) 744-7550,0224128
08/02/2020,BUIC,4D,,TAN,WSS450,IN,10300 S. Doty,(773) 568-8495,2902724
08/02/2020,BMW,LL,,DBL,BK27755,IL,701 N. Sacramento,(773) 265-7605,6989894
08/02/2020,PONT,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6989896
08/02/2020,FORD,LL,,RED,BZ32351,IL,10300 S. Doty,(773) 568-8495,2902730
08/02/2020,CHEV,4D,,BLK,CF77176,IL,10300 S. Doty,(773) 568-8495,2902732
08/02/2020,FORD,4D,,BLK,AW80674,IL,701 N. Sacramento,(773) 265-7605,6989898
08/02/2020,PONT,4D,,RED,,,10300 S. Doty,(773) 568-8495,2902733
08/02/2020,CHEV,4D,,BLK,322V823,IL,10300 S. Doty,(773) 568-8495,2902735
08/02/2020,DODG,VN,,SIL,L314559,IL,400 E. Lower Wacker,(312) 744-7550,0223716
08/02/2020,CHEV,LL,,BLK,AB19530,IL,400 E. Lower Wacker,(312) 744-7550,0223717
08/02/2020,NISS,4D,,GRY,V159810,IL,701 N. Sacramento,(773) 265-7605,6989902
08/02/2020,YAMA,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2902738
08/02/2020,INFI,4D,,GRY,D229904,IL,701 N. Sacramento,(773) 265-7605,6989901
08/03/2020,HYUN,4D,,GRY,Z673712,IL,400 E. Lower Wacker,(312) 744-7550,0223719
08/03/2020,YAMA,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2902737
08/03/2020,FORD,4D,,BLK,BP29181,IL,400 E. Lower Wacker,(312) 744-7550,0223720
08/07/2020,NISS,4D,,MAR,BV53640,IL,701 N. Sacramento,(773) 265-7605,6990155
08/12/2020,FORD,4D,,WHI,LBUS67,FL,400 E. Lower Wacker,(312) 744-7550,0224230
08/03/2020,CHEV,LL,,TAN,3735435,IL,10300 S. Doty,(773) 568-8495,2902765
08/03/2020,FORD,4D,,RED,MBC7588,TX,701 N. Sacramento,(773) 265-7605,6989938
08/20/2020,LEXS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2903379
08/26/2020,JEEP,LL,,GRY,BU79412,IL,10300 S. Doty,(773) 568-8495,2903586
08/23/2020,DODG,VN,,BLU,AX99498,IL,701 N. Sacramento,(773) 265-7605,6990807
08/23/2020,LINC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6990806
08/12/2020,CHEV,2D,,BLK,N834071,IL,701 N. Sacramento,(773) 265-1846,1540429
08/12/2020,TOYT,2D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6990344
08/05/2020,NISS,LL,,BLK,BZ24180,IL,10300 S. Doty,(773) 568-8495,2902804
08/15/2020,CHEV,LL,,DBL,,,701 N. Sacramento,(773) 265-7605,6990472
08/20/2020,NISS,4D,,RED,BN16090,IL,701 N. Sacramento,(773) 265-7605,6990690
08/12/2020,FORD,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6990345
08/05/2020,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6990015
08/12/2020,BUIC,4D,,MAR,410V034,IL,701 N. Sacramento,(773) 265-7605,6990346
08/29/2020,SATR,LL,,BLK,V189977,IL,10300 S. Doty,(773) 568-8495,2903700
08/24/2020,KIA,4D,,SIL,234V277,IL,10300 S. Doty,(773) 568-8495,2903479
08/05/2020,FORD,PK,,BLK,2206715B,IL,701 N. Sacramento,(773) 265-7605,6990020
08/12/2020,FORD,4D,,GRY,E159310,IL,701 N. Sacramento,(773) 265-1846,1540428
08/12/2020,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2903029
08/07/2020,GMC,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2902873
08/05/2020,ACUR,4D,,GLD,BE88893,IL,701 N. Sacramento,(773) 265-7605,6990025
08/07/2020,JEEP,LL,,SIL,,IL,10300 S. Doty,(773) 785-9752,1720332
08/12/2020,HYUN,2D,,BLK,,,701 N. Sacramento,(773) 265-1846,1540431
08/05/2020,CHRY,SW,,SIL,BN31494,IL,701 N. Sacramento,(773) 265-7605,6990030
08/24/2020,TOYT,2D,,RED,,,10300 S. Doty,(773) 568-8495,2903480
08/12/2020,CHEV,2D,,GRY,CG62437,IL,701 N. Sacramento,(773) 265-7605,6990348
08/12/2020,BUIC,4D,,WHI,399126,IL,10300 S. Doty,(773) 785-9752,1720351
08/20/2020,DODG,4D,,GRY,CC19595,IL,10300 S. Doty,(773) 568-8495,2903381
08/15/2020,SATR,LL,,BLK,208V653,IL,701 N. Sacramento,(773) 265-7605,6990474
08/20/2020,TOYT,4D,,RED,BN34527,IL,701 N. Sacramento,(773) 265-7605,6990692
08/12/2020,YAMA,MC,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1540434
08/12/2020,CHRY,VN,,BLK,BX24344,IL,701 N. Sacramento,(773) 265-7605,6990350
08/15/2020,FORD,PK,,WHI,,,701 N. Sacramento,(773) 265-7605,6990479
08/20/2020,CHEV,4D,,BRO,CA95591,IL,10300 S. Doty,(773) 568-8495,2903383
08/05/2020,PONT,4D,,BLK,307214,IL,701 N. Sacramento,(773) 265-7605,6990032
08/05/2020,PONT,4D,,BLK,307214,IL,701 N. Sacramento,(773) 265-7605,6990032
08/15/2020,MERZ,LL,,BLK,Z7118320,IL,10300 S. Doty,(773) 568-8495,2903234
08/13/2020,KIA,4D,,GRY,K482116,IL,10300 S. Doty,(773) 568-8495,2903087
08/05/2020,FORD,LL,,BLK,CD75988,IL,701 N. Sacramento,(773) 265-7605,6990038
08/24/2020,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6990836
08/13/2020,CHEV,LL,,BLK,AN71848,IL,10300 S. Doty,(773) 568-8495,2903101
08/05/2020,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 785-9752,1720315
08/15/2020,FORD,VN,,TAN,378V193,IL,10300 S. Doty,(773) 568-8495,2903236
08/13/2020,ZCZY,,,WHI,,IL,10300 S. Doty,(773) 568-8495,2903103
08/07/2020,AUDI,4D,,GRY,CD60666,IL,10300 S. Doty,(773) 568-8495,2902875
08/24/2020,MAZD,4D,,BLK,69094T7,IL,10300 S. Doty,(773) 568-8495,2903481
08/13/2020,CHEV,4D,,BLU,AH33042,IL,10300 S. Doty,(773) 568-8495,2903112
08/15/2020,DODG,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,6990475
08/13/2020,CHEV,4D,,SIL,BR83954,IL,701 N. Sacramento,(773) 265-7605,6990378
08/15/2020,FORD,4D,,LBL,263V193,IL,701 N. Sacramento,(773) 265-7605,6990476
08/13/2020,CHEV,LL,,WHI,261V349,IL,701 N. Sacramento,(773) 265-7605,6990379
08/15/2020,CHEV,LL,,TAN,843BGG,IN,10300 S. Doty,(773) 568-8495,2903237
08/08/2020,CHEV,2D,,BLK,AXL897,IN,10300 S. Doty,(773) 568-8495,2902877
08/07/2020,NISS,4D,,BLK,S803674,IL,701 N. Sacramento,(773) 265-7605,6990193
08/23/2020,NISS,4D,,WHI,00250533,IL,400 E. Lower Wacker,(312) 744-7550,0224795
08/03/2020,YAMA,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,6989925
08/03/2020,,MC,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6989926
08/26/2020,HOND,4D,,GRY,BMJ980,IN,701 N. Sacramento,(773) 265-7605,6990912
08/03/2020,DODG,VN,,BLU,375V410,IL,701 N. Sacramento,(773) 265-7605,6989929
08/29/2020,DODG,4D,,WHI,CA86181,IL,10300 S. Doty,(773) 568-8495,2903701
08/09/2020,CHRY,4D,,RED,L278182,IN,10300 S. Doty,(773) 568-8495,2902933
08/03/2020,HOND,4D,,BLK,BR65245,IL,701 N. Sacramento,(773) 265-7605,6989941
08/30/2020,INFI,4D,,SIL,AG35491,IL,701 N. Sacramento,(773) 265-7605,6991088
08/03/2020,SUZI,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6989940
08/19/2020,LNDR,LL,,BLK,CD18791,IL,701 N. Sacramento,(773) 265-7605,6990613
08/12/2020,CADI,4D,,CRM,9846659,IL,10300 S. Doty,(773) 785-9752,1720353
08/03/2020,LINC,4D,,GLD,BN68921,IL,10300 S. Doty,(773) 568-8495,2902770
08/10/2020,GMC,LL,,WHI,CD36729,IL,10300 S. Doty,(773) 568-8495,488795
08/10/2020,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2902955
08/12/2020,CHEV,LL,,BLK,CC25507,IL,10300 S. Doty,(773) 785-9752,1720354
08/10/2020,HOND,LL,,BLK,221VEM,MN,701 N. Sacramento,(773) 265-7605,6990294
08/15/2020,CHEV,4D,,TAN,439V669,IL,10300 S. Doty,(773) 568-8495,2903244
08/10/2020,CHRY,4D,,SIL,CD21799,IL,701 N. Sacramento,(773) 265-7605,6990296
08/15/2020,NISS,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2903246
08/04/2020,FORD,LL,,SIL,CA57884,IL,10300 S. Doty,(773) 568-8495,2902772
08/11/2020,AUDI,4D,,WHI,CD12223,IL,10300 S. Doty,(773) 568-8495,2902956
08/10/2020,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6990299
08/21/2020,DODG,4D,,GRY,BU88694,IL,10300 S. Doty,(773) 568-8495,2903384
08/11/2020,RICR,SE,,BRO,,IL,701 N. Sacramento,(773) 265-1846,1540426
08/07/2020,LULL,FE,,ONG,,,701 N. Sacramento,(773) 265-1846,1540402
08/10/2020,MONN,HH,,WHI,194147,IL,10300 S. Doty,(773) 785-9752,1720338
08/23/2020,NISS,4D,,GRY,CC55867,IL,701 N. Sacramento,(773) 265-7605,6990809
08/04/2020,CHRY,VN,,BLU,421V214,IL,10300 S. Doty,(773) 568-8495,2902774
08/04/2020,CHEV,4D,,SIL,CA94594,IL,10300 S. Doty,(773) 568-8495,2902775
08/07/2020,VOLK,4D,,BLK,853890,IL,701 N. Sacramento,(773) 265-1846,1540395
08/11/2020,CHEV,2D,,GRY,388V655,IL,10300 S. Doty,(773) 568-8495,2902962
08/11/2020,INFI,4D,,GRY,BN78034,IL,10300 S. Doty,(773) 568-8495,2902960
08/04/2020,TOYT,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6989953
08/11/2020,AUDI,4D,,BLK,AS84553,IL,10300 S. Doty,(773) 568-8495,2902964
08/11/2020,CADI,4D,,SIL,379V292,IL,701 N. Sacramento,(773) 265-7605,6990300
08/17/2020,MAZD,4D,,SIL,CC18630,IL,701 N. Sacramento,(773) 265-7605,6990530
08/11/2020,VOLK,4D,,SIL,CEQ343,IN,400 E. Lower Wacker,(312) 744-7550,0224157
08/10/2020,TRAL,SE,,WHI,,IL,10300 S. Doty,(773) 785-9752,1720344
08/12/2020,MITS,2D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1540433
08/06/2020,JEEP,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2902822
08/05/2020,HOND,VN,,GLD,BP79194,IL,10300 S. Doty,(773) 568-8495,2902819
08/17/2020,NISS,4D,,BRO,AZ95672,IL,10300 S. Doty,(773) 568-8495,2903301
08/10/2020,HYUN,4D,,BLK,CC55277,IL,701 N. Sacramento,(773) 265-1846,1540415
08/06/2020,CHEV,4D,,BLU,BY74888,IL,400 E. Lower Wacker,(312) 744-7550,0223929
08/06/2020,OLDS,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2902824
08/07/2020,BUIC,4D,,BGE,BN70552,IL,701 N. Sacramento,(773) 265-1846,1540394
08/07/2020,PONT,4D,,GRY,,,701 N. Sacramento,(773) 265-1846,1540393
08/07/2020,HYUN,LL,,BLU,,,701 N. Sacramento,(773) 265-1846,1540396
08/07/2020,MERC,LL,,SIL,AD54400,IL,10300 S. Doty,(773) 568-8495,2902863
08/07/2020,CHRY,4D,,GRY,411V769,IL,10300 S. Doty,(773) 785-9752,1720323
08/07/2020,GMC,LL,,SIL,,,701 N. Sacramento,(773) 265-1846,1540397
08/07/2020,CHRY,SW,,SIL,,,701 N. Sacramento,(773) 265-7605,6990164
08/11/2020,CADI,4D,,WHI,BV30163,IL,10300 S. Doty,(773) 568-8495,2902966
08/19/2020,CHEV,4D,,BLK,CG54501,IL,701 N. Sacramento,(773) 265-7605,6990609
08/12/2020,PONT,2D,,BLK,JQK3,MI,701 N. Sacramento,(773) 265-1846,1540432
08/10/2020,UTIL,SE,,WHI,,IL,10300 S. Doty,(773) 785-9752,1720342
08/06/2020,SUZU,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6990089
08/06/2020,PONT,4D,,LAV,BK72840,IL,701 N. Sacramento,(773) 265-7605,6990090
08/06/2020,MAZD,4D,,BLK,Q201363,IL,701 N. Sacramento,(773) 265-7605,6990082
08/06/2020,ACUR,2D,,WHI,BD53649,IL,701 N. Sacramento,(773) 265-7605,6990080
08/13/2020,CADI,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2903090
08/13/2020,FORD,LL,,MAR,2691886B,IL,10300 S. Doty,(773) 568-8495,2903095
08/26/2020,LINC,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1540509
08/06/2020,FORD,PK,,BLU,2388043B,IL,701 N. Sacramento,(773) 265-7605,6990078
08/06/2020,FORD,LL,,BLK,ZV51566,IL,10300 S. Doty,(773) 568-8495,2902830
08/06/2020,NISS,4D,,GRY,CB72756,IL,10300 S. Doty,(773) 568-8495,488695
08/23/2020,CADI,LL,,WHI,BN84800,IL,10300 S. Doty,(773) 568-8495,2903459
08/06/2020,JEEP,LL,,GRN,N884084,IL,701 N. Sacramento,(773) 265-7605,6990086
08/09/2020,CHEV,4D,,WHI,445V904,IL,10300 S. Doty,(773) 568-8495,2902935
08/06/2020,HOND,4D,,GRN,BF29846,IL,701 N. Sacramento,(773) 265-7605,6990085
08/23/2020,FORD,2D,,GRY,BN72794,IL,10300 S. Doty,(773) 568-8495,2903461
08/06/2020,TOYT,4D,,GRY,BN37750,IL,701 N. Sacramento,(773) 265-7605,6990096
08/06/2020,MAZD,4D,,GRY,AJ64269,IL,701 N. Sacramento,(773) 265-7605,6990095
08/10/2020,SUBA,LL,,GRY,BT21144,IL,400 E. Lower Wacker,(312) 744-7550,0224132
08/10/2020,TOYT,4D,,SIL,V897057,IL,400 E. Lower Wacker,(312) 744-7550,0224133
08/06/2020,FORD,LL,,WHI,BG40371,IL,701 N. Sacramento,(773) 265-7605,6990097
08/06/2020,FORD,LL,,BLK,AP53078,IL,701 N. Sacramento,(773) 265-7605,6990093
08/24/2020,BMW,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6990841
08/15/2020,HOND,4D,,GRN,AT88537,IL,701 N. Sacramento,(773) 265-7605,6990481
08/15/2020,CHEV,4D,,DBL,BD93866,IL,10300 S. Doty,(773) 568-8495,2903239
08/24/2020,INFI,4D,,BLK,CE62722,IL,701 N. Sacramento,(773) 265-1846,1540499
08/15/2020,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2903240
08/24/2020,LEXS,4D,,SIL,Q599493,IL,10300 S. Doty,(773) 785-9752,1720390
08/13/2020,SATR,4D,,TAN,BM45791,IL,10300 S. Doty,(773) 568-8495,2903089
08/15/2020,KIA,LL,,RED,,,10300 S. Doty,(773) 568-8495,2903242
08/07/2020,CHEV,4D,,MAR,ZX62061,IL,701 N. Sacramento,(773) 265-7605,6990170
08/13/2020,GMC,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2903088
08/07/2020,NISS,VN,,GRN,E396812,IL,701 N. Sacramento,(773) 265-7605,6990171
08/07/2020,CHEV,4D,,WHI,BD28627,IL,701 N. Sacramento,(773) 265-1846,1540399
08/15/2020,CHRY,VN,,SIL,BX35616,IL,701 N. Sacramento,(773) 265-7605,6990482
08/15/2020,TOYT,4D,,BLK,DSA9875,MI,10300 S. Doty,(773) 568-8495,2903238
08/07/2020,FORD,4D,,BLK,RSF2184,GA,701 N. Sacramento,(773) 265-7605,6990169
08/07/2020,DODG,PK,,RED,2642715B,IL,701 N. Sacramento,(773) 265-7605,6990172
08/13/2020,MAZD,4D,,TAN,BL85212,IL,10300 S. Doty,(773) 568-8495,2903096
08/26/2020,CHEV,4D,,SIL,BR31028,IL,10300 S. Doty,(773) 568-8495,2903589
08/26/2020,CHEV,4D,,SIL,BR57058,IL,10300 S. Doty,(773) 568-8495,2903590
08/08/2020,PONT,4D,,SIL,00247656,IL,10300 S. Doty,(773) 568-8495,2902888
08/10/2020,CHEV,LL,,BLK,BB82849,IL,701 N. Sacramento,(773) 265-7605,6990283
08/10/2020,HOND,LL,,WHI,K209506,IL,400 E. Lower Wacker,(312) 744-7550,0224138
08/10/2020,CHEV,4D,,SIL,BF18180,IL,10300 S. Doty,(773) 568-8495,2902940
08/11/2020,FORD,PK,,MAR,56896TB,IL,701 N. Sacramento,(773) 265-7605,6990304
08/19/2020,MERC,4D,,WHI,Z583,IL,701 N. Sacramento,(773) 265-7605,6990614
08/15/2020,CHEV,4D,,TAN,AE88566,IL,10300 S. Doty,(773) 568-8495,2903241
08/11/2020,BUIC,LL,,BLK,,,701 N. Sacramento,(773) 265-1846,1540421
08/29/2020,FORD,4D,,WHI,FP97053,IL,10300 S. Doty,(773) 568-8495,2903702
08/11/2020,VOLV,4D,,BLK,305V490,IL,701 N. Sacramento,(773) 265-7605,6990305
08/23/2020,NISS,4D,,GLD,,,10300 S. Doty,(773) 568-8495,2903462
08/17/2020,FORD,LL,,GRY,AHN6557,WI,10300 S. Doty,(773) 568-8495,2903302
08/17/2020,CHRY,4D,,GRY,RSZ9165,GA,10300 S. Doty,(773) 568-8495,2903313
08/17/2020,NISS,4D,,RED,CA87176,IL,701 N. Sacramento,(773) 265-7605,6990548
08/29/2020,KIA,4D,,GRY,BR16068,IL,10300 S. Doty,(773) 568-8495,2903704
08/11/2020,OTTE,MC,,BLK,,,701 N. Sacramento,(773) 265-1846,1540423
08/23/2020,CHEV,LL,,BLK,BX45494,IL,701 N. Sacramento,(773) 265-7605,6990813
08/17/2020,BMW,4D,,BLK,Z201273,IL,10300 S. Doty,(773) 568-8495,2903309
08/17/2020,DODG,LL,,WHI,LDSS34,FL,701 N. Sacramento,(773) 265-7605,6990547
08/27/2020,CHRY,VN,TK,GRY,S416001,IL,701 N. Sacramento,(773) 265-7605,6990915
